Violence Detected,Filename/Cam Name,Time and Date,Probability
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:13,0.97156805
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:14,0.98292726
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:14,0.93519294
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:14,0.53773415
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:17,0.8790636
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:17,0.59888613
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:19,0.6395652
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:19,0.82317525
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:19,0.9872644
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:19,0.9969279
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:20,0.9324908
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:20,0.9287225
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:20,0.80702007
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:24,0.95245194
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:24,0.79006773
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:25,0.79466677
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:26,0.5176845
Yes,2024-01-14_logfile.csv,2024-01-14 09:28:30,0.5838757
Yes,2024-01-14_logfile.csv,2024-01-14 09:54:55,0.5236217
Yes,2024-01-14_logfile.csv,2024-01-14 09:54:57,0.8049236
Yes,2024-01-14_logfile.csv,2024-01-14 09:54:57,0.7182025
Yes,2024-01-14_logfile.csv,2024-01-14 09:54:58,0.5420018
Yes,2024-01-14_logfile.csv,2024-01-14 09:54:59,0.95653605
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:00,0.7942181
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:01,0.62530935
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:01,0.85683507
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:01,0.924257
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:01,0.97156805
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:01,0.98292726
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:02,0.93519294
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:02,0.53773415
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:05,0.8790636
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:05,0.59888613
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:07,0.6395652
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:07,0.82317525
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:07,0.9872644
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:08,0.9969279
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:08,0.9324908
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:08,0.9287225
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:08,0.80702007
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:12,0.95245194
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:12,0.79006773
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:13,0.79466677
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:13,0.5176845
Yes,2024-01-14_logfile.csv,2024-01-14 09:55:17,0.5838757
Yes,2024-01-14_logfile.csv,2024-01-14 09:57:55,0.5236217
Yes,2024-01-14_logfile.csv,2024-01-14 09:57:57,0.8049236
Yes,2024-01-14_logfile.csv,2024-01-14 09:57:58,0.7182025
Yes,2024-01-14_logfile.csv,2024-01-14 09:57:58,0.5420018
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:00,0.95653605
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:00,0.7942181
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:01,0.62530935
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:01,0.85683507
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:01,0.924257
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:01,0.97156805
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:02,0.98292726
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:02,0.93519294
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:02,0.53773415
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:06,0.8790636
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:07,0.59888613
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:09,0.6395652
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:10,0.82317525
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:10,0.9872644
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:11,0.9969279
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:11,0.9324908
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:11,0.9287225
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:12,0.80702007
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:18,0.95245194
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:19,0.79006773
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:23,0.79466677
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:23,0.5176845
Yes,2024-01-14_logfile.csv,2024-01-14 09:58:32,0.5838757
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:35,0.80130076
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:36,0.8010652
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:36,0.8010652
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:36,0.8010652
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:36,0.8010652
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:36,0.8005594
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:37,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:37,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:37,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:38,0.80104524
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:39,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:40,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:40,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:40,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:40,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:40,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:41,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:41,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:41,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:41,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:42,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:42,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:42,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:42,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:00:42,0.8013145
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:18,0.52933156
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:18,0.6474341
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:18,0.56001633
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:18,0.59830457
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:24,0.51963073
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:28,0.87907064
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:29,0.8478922
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:29,0.61987233
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:30,0.8416072
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:31,0.6622737
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:31,0.79827666
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:31,0.6983417
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:31,0.8480769
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:31,0.65159386
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:32,0.6175984
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:35,0.77151954
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:35,0.53840554
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:35,0.96000946
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:36,0.6219376
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:38,0.7657497
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:38,0.60108393
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:38,0.67456716
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:39,0.5465642
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:39,0.98278815
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:39,0.784323
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:40,0.65746826
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:40,0.8884805
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:43,0.9536546
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:43,0.90760124
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:43,0.94162536
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:43,0.92966914
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:43,0.95828617
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:44,0.9923919
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:44,0.6471327
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:44,0.8475871
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:45,0.64954484
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:45,0.95294404
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:45,0.8109551
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:45,0.88013685
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:46,0.73416394
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:46,0.99498147
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:46,0.916012
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:46,0.9340312
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:46,0.78877157
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:47,0.6903496
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:47,0.7203939
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:47,0.9410542
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.66903925
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.9396714
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.96737826
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.91518044
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.974935
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:48,0.82857525
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:49,0.93711686
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:49,0.98145145
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:49,0.9993043
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:49,0.9834773
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:49,0.72704166
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.953025
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.9703734
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.92786896
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.9486086
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.95266837
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:50,0.78412277
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:51,0.9963921
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:51,0.6071081
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:51,0.88660735
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:51,0.68544537
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:52,0.9853601
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:52,0.9833092
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:52,0.8507679
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:52,0.97920144
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:52,0.9055324
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:53,0.97911304
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:53,0.9212486
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:53,0.9362783
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:54,0.94160664
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:54,0.6702647
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:54,0.880255
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:55,0.5843978
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:55,0.9911445
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:55,0.5714151
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:56,0.517342
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:56,0.91842055
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:56,0.7363624
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:56,0.92478865
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:57,0.6321972
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:57,0.6273576
Yes,2024-01-14_logfile.csv,2024-01-14 10:01:58,0.6434362
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:00,0.9523695
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:00,0.81651175
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:00,0.53112984
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:01,0.7429014
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:02,0.82384354
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:02,0.68878984
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:02,0.6186511
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:03,0.9412085
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:03,0.78759843
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:03,0.8317293
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:04,0.8969902
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:04,0.67722464
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:04,0.93582237
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:04,0.5594444
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:04,0.82805127
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:05,0.8924799
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:05,0.56997246
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:06,0.9511246
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:06,0.9334522
Yes,2024-01-14_logfile.csv,2024-01-14 10:02:06,0.5742577
