Detection Type,Class,Frame Number,Timestamp,Confidence
Accident,severe_accident,5.0,2024-01-15 12:22:26,0.62
Accident,moderate_accident,8.0,2024-01-15 12:22:28,0.72
Accident,moderate_accident,9.0,2024-01-15 12:22:28,0.69
Accident,severe_accident,9.0,2024-01-15 12:22:28,0.69
Accident,moderate_accident,10.0,2024-01-15 12:22:29,0.81
Accident,moderate_accident,11.0,2024-01-15 12:22:29,0.8
Accident,moderate_accident,12.0,2024-01-15 12:22:30,0.76
Accident,moderate_accident,13.0,2024-01-15 12:22:30,0.76
Accident,moderate_accident,14.0,2024-01-15 12:22:31,0.77
Accident,moderate_accident,15.0,2024-01-15 12:22:31,0.69
Accident,severe_accident,15.0,2024-01-15 12:22:31,0.65
Accident,severe_accident,16.0,2024-01-15 12:22:32,0.67
Accident,moderate_accident,16.0,2024-01-15 12:22:32,0.67
Accident,severe_accident,17.0,2024-01-15 12:22:32,0.64
Accident,severe_accident,5.0,2024-01-15 12:25:50,0.62
Accident,moderate_accident,8.0,2024-01-15 12:25:52,0.72
Accident,moderate_accident,9.0,2024-01-15 12:25:52,0.69
Accident,severe_accident,9.0,2024-01-15 12:25:52,0.69
Accident,moderate_accident,10.0,2024-01-15 12:25:53,0.81
Accident,moderate_accident,11.0,2024-01-15 12:25:53,0.8
Accident,moderate_accident,12.0,2024-01-15 12:25:54,0.76
Accident,moderate_accident,13.0,2024-01-15 12:25:54,0.76
Accident,moderate_accident,14.0,2024-01-15 12:25:55,0.77
Accident,moderate_accident,15.0,2024-01-15 12:25:55,0.69
Accident,severe_accident,15.0,2024-01-15 12:25:55,0.65
Accident,severe_accident,16.0,2024-01-15 12:25:56,0.67
Accident,moderate_accident,16.0,2024-01-15 12:25:56,0.67
Accident,severe_accident,17.0,2024-01-15 12:25:56,0.64
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:16,0.5191588
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:33,0.8045038
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:36,0.71861655
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:38,0.5401903
Accident,severe_accident,55.0,2024-01-15 12:26:42,0.82
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:55,0.95606434
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:56,0.79286534
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:26:59,0.62291396
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:01,0.8551465
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:03,0.92363703
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:05,0.97143763
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:06,0.98297805
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:07,0.93513864
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:09,0.5392184
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:24,0.87876713
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:25,0.5977879
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:34,0.63737416
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:36,0.82229453
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:38,0.98715264
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:39,0.99692804
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:40,0.931721
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:41,0.92790014
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:27:43,0.80566055
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:28:02,0.9525403
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:28:03,0.7898042
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:28:09,0.79417855
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:28:11,0.5159711
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:28:36,0.5821287
Accident,severe_accident,5.0,2024-01-15 12:31:06,0.62
Accident,moderate_accident,8.0,2024-01-15 12:31:08,0.72
Accident,moderate_accident,9.0,2024-01-15 12:31:08,0.69
Accident,severe_accident,9.0,2024-01-15 12:31:08,0.69
Accident,moderate_accident,10.0,2024-01-15 12:31:09,0.81
Accident,moderate_accident,11.0,2024-01-15 12:31:09,0.8
Accident,moderate_accident,12.0,2024-01-15 12:31:10,0.76
Accident,moderate_accident,13.0,2024-01-15 12:31:10,0.76
Accident,moderate_accident,14.0,2024-01-15 12:31:11,0.77
Accident,moderate_accident,15.0,2024-01-15 12:31:11,0.69
Accident,severe_accident,15.0,2024-01-15 12:31:11,0.65
Accident,severe_accident,16.0,2024-01-15 12:31:12,0.67
Accident,moderate_accident,16.0,2024-01-15 12:31:12,0.67
Accident,severe_accident,17.0,2024-01-15 12:31:12,0.64
Accident,severe_accident,119.0,2024-01-15 12:32:10,0.62
Accident,severe_accident,128.0,2024-01-15 12:32:16,0.68
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:19,0.82168126
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:21,0.6448233
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:23,0.72844654
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:24,0.7258875
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:26,0.53282595
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:28,0.84335315
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:30,0.77333325
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:32,0.7805929
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:34,0.51733756
Accident,severe_accident,164.0,2024-01-15 12:32:38,0.61
Accident,severe_accident,165.0,2024-01-15 12:32:39,0.77
Accident,severe_accident,166.0,2024-01-15 12:32:39,0.71
Accident,severe_accident,167.0,2024-01-15 12:32:40,0.66
Accident,severe_accident,168.0,2024-01-15 12:32:40,0.64
Accident,severe_accident,179.0,2024-01-15 12:32:47,0.82
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:32:48,0.5832201
Accident,severe_accident,182.0,2024-01-15 12:32:48,0.67
Accident,severe_accident,185.0,2024-01-15 12:32:50,0.66
Accident,severe_accident,186.0,2024-01-15 12:32:51,0.74
Accident,severe_accident,187.0,2024-01-15 12:32:51,0.75
Accident,severe_accident,191.0,2024-01-15 12:32:54,0.66
Accident,severe_accident,192.0,2024-01-15 12:32:54,0.78
Accident,severe_accident,193.0,2024-01-15 12:32:55,0.72
Accident,severe_accident,194.0,2024-01-15 12:32:56,0.66
Accident,severe_accident,200.0,2024-01-15 12:33:00,0.66
Accident,severe_accident,201.0,2024-01-15 12:33:00,0.63
Accident,severe_accident,202.0,2024-01-15 12:33:01,0.68
Accident,severe_accident,203.0,2024-01-15 12:33:02,0.61
Accident,minor_accident,223.0,2024-01-15 12:33:14,0.62
Accident,severe_accident,239.0,2024-01-15 12:33:24,0.73
Accident,severe_accident,240.0,2024-01-15 12:33:24,0.63
Accident,severe_accident,242.0,2024-01-15 12:33:26,0.63
Accident,severe_accident,243.0,2024-01-15 12:33:26,0.65
Accident,severe_accident,251.0,2024-01-15 12:33:31,0.64
Accident,severe_accident,252.0,2024-01-15 12:33:32,0.69
Accident,severe_accident,253.0,2024-01-15 12:33:32,0.7
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:33:34,0.72223765
Accident,severe_accident,269.0,2024-01-15 12:33:42,0.64
Accident,severe_accident,270.0,2024-01-15 12:33:42,0.67
Accident,severe_accident,271.0,2024-01-15 12:33:43,0.65
Accident,severe_accident,272.0,2024-01-15 12:33:44,0.74
Accident,severe_accident,274.0,2024-01-15 12:33:45,0.62
Accident,severe_accident,280.0,2024-01-15 12:33:49,0.71
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:33:49,0.83412224
Accident,severe_accident,281.0,2024-01-15 12:33:49,0.71
Accident,moderate_accident,282.0,2024-01-15 12:33:50,0.67
Accident,severe_accident,283.0,2024-01-15 12:33:50,0.83
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:33:51,0.55892944
Accident,severe_accident,284.0,2024-01-15 12:33:51,0.75
Accident,severe_accident,285.0,2024-01-15 12:33:52,0.76
Accident,severe_accident,286.0,2024-01-15 12:33:52,0.71
Accident,severe_accident,287.0,2024-01-15 12:33:53,0.8
Accident,severe_accident,288.0,2024-01-15 12:33:54,0.88
Accident,severe_accident,5.0,2024-01-15 12:35:57,0.62
Accident,moderate_accident,8.0,2024-01-15 12:35:58,0.72
Accident,moderate_accident,9.0,2024-01-15 12:35:58,0.69
Accident,severe_accident,9.0,2024-01-15 12:35:58,0.69
Accident,moderate_accident,10.0,2024-01-15 12:35:58,0.81
Accident,moderate_accident,11.0,2024-01-15 12:35:58,0.8
Accident,moderate_accident,12.0,2024-01-15 12:35:58,0.76
Accident,moderate_accident,13.0,2024-01-15 12:35:58,0.76
Accident,moderate_accident,14.0,2024-01-15 12:35:58,0.77
Accident,moderate_accident,15.0,2024-01-15 12:35:59,0.69
Accident,severe_accident,15.0,2024-01-15 12:35:59,0.65
Accident,severe_accident,16.0,2024-01-15 12:35:59,0.67
Accident,moderate_accident,16.0,2024-01-15 12:35:59,0.67
Accident,severe_accident,17.0,2024-01-15 12:35:59,0.64
Accident,severe_accident,5.0,2024-01-15 12:36:00,0.62
Accident,moderate_accident,8.0,2024-01-15 12:36:00,0.72
Accident,moderate_accident,9.0,2024-01-15 12:36:00,0.69
Accident,severe_accident,9.0,2024-01-15 12:36:00,0.69
Accident,moderate_accident,10.0,2024-01-15 12:36:00,0.81
Accident,moderate_accident,11.0,2024-01-15 12:36:01,0.8
Accident,moderate_accident,12.0,2024-01-15 12:36:01,0.76
Accident,severe_accident,5.0,2024-01-15 12:36:09,0.62
Accident,moderate_accident,8.0,2024-01-15 12:36:10,0.72
Accident,moderate_accident,9.0,2024-01-15 12:36:10,0.69
Accident,severe_accident,9.0,2024-01-15 12:36:10,0.69
Accident,moderate_accident,10.0,2024-01-15 12:36:10,0.81
Accident,moderate_accident,11.0,2024-01-15 12:36:10,0.8
Accident,moderate_accident,12.0,2024-01-15 12:36:10,0.76
Accident,moderate_accident,13.0,2024-01-15 12:36:10,0.76
Accident,moderate_accident,14.0,2024-01-15 12:36:10,0.77
Accident,moderate_accident,15.0,2024-01-15 12:36:10,0.69
Accident,severe_accident,15.0,2024-01-15 12:36:10,0.65
Accident,severe_accident,16.0,2024-01-15 12:36:11,0.67
Accident,moderate_accident,16.0,2024-01-15 12:36:11,0.67
Accident,severe_accident,17.0,2024-01-15 12:36:11,0.64
Accident,severe_accident,5.0,2024-01-15 12:36:24,0.62
Accident,moderate_accident,8.0,2024-01-15 12:36:24,0.72
Accident,moderate_accident,9.0,2024-01-15 12:36:24,0.69
Accident,severe_accident,9.0,2024-01-15 12:36:24,0.69
Accident,moderate_accident,10.0,2024-01-15 12:36:25,0.81
Accident,moderate_accident,11.0,2024-01-15 12:36:25,0.8
Accident,moderate_accident,12.0,2024-01-15 12:36:25,0.76
Accident,moderate_accident,13.0,2024-01-15 12:36:25,0.76
Accident,moderate_accident,14.0,2024-01-15 12:36:25,0.77
Accident,moderate_accident,15.0,2024-01-15 12:36:25,0.69
Accident,severe_accident,15.0,2024-01-15 12:36:25,0.65
Accident,severe_accident,16.0,2024-01-15 12:36:25,0.67
Accident,moderate_accident,16.0,2024-01-15 12:36:25,0.67
Accident,severe_accident,17.0,2024-01-15 12:36:25,0.64
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:36:46,0.5191588
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:24,0.5191588
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:28,0.8045038
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:28,0.71861655
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:29,0.5401903
Accident,severe_accident,55.0,2024-01-15 12:38:30,0.82
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:32,0.95606434
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:32,0.79286534
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:33,0.62291396
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:33,0.8551465
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:34,0.92363703
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:34,0.97143763
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:34,0.98297805
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:35,0.93513864
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:38:35,0.5392184
Accident,severe_accident,1.0,2024-01-15 12:46:35,0.87
Accident,severe_accident,2.0,2024-01-15 12:46:36,0.88
Accident,severe_accident,3.0,2024-01-15 12:46:36,0.89
Accident,severe_accident,4.0,2024-01-15 12:46:36,0.91
Accident,severe_accident,5.0,2024-01-15 12:46:36,0.91
Accident,severe_accident,6.0,2024-01-15 12:46:36,0.93
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:36,0.85758007
Accident,severe_accident,7.0,2024-01-15 12:46:36,0.93
Accident,severe_accident,8.0,2024-01-15 12:46:36,0.92
Accident,severe_accident,9.0,2024-01-15 12:46:36,0.87
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:37,0.84563833
Accident,severe_accident,10.0,2024-01-15 12:46:37,0.79
Accident,severe_accident,11.0,2024-01-15 12:46:37,0.69
Accident,severe_accident,12.0,2024-01-15 12:46:37,0.86
Accident,severe_accident,13.0,2024-01-15 12:46:37,0.88
Accident,severe_accident,14.0,2024-01-15 12:46:37,0.87
Accident,severe_accident,15.0,2024-01-15 12:46:37,0.83
Accident,severe_accident,16.0,2024-01-15 12:46:37,0.85
Accident,severe_accident,17.0,2024-01-15 12:46:37,0.77
Accident,severe_accident,18.0,2024-01-15 12:46:37,0.8
Accident,severe_accident,19.0,2024-01-15 12:46:38,0.65
Accident,severe_accident,24.0,2024-01-15 12:46:38,0.62
Accident,severe_accident,30.0,2024-01-15 12:46:39,0.7
Accident,severe_accident,31.0,2024-01-15 12:46:39,0.76
Accident,severe_accident,32.0,2024-01-15 12:46:39,0.66
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:52,0.8004889
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:52,0.8003603
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:53,0.8003603
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:53,0.8003603
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:53,0.8003603
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:54,0.7994829
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:54,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:55,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:55,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:56,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:56,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:56,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:57,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:57,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:57,0.8004831
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:58,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:58,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:58,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:59,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:59,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:46:59,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:00,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:00,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:00,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:01,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:01,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:01,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:02,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:02,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:03,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:03,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:03,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:04,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:04,0.8001319
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:47:04,0.8001319
Accident,severe_accident,561.0,2024-01-15 12:47:58,0.63
Accident,severe_accident,566.0,2024-01-15 12:47:58,0.7
Accident,severe_accident,567.0,2024-01-15 12:47:58,0.68
Accident,severe_accident,569.0,2024-01-15 12:47:58,0.83
Accident,severe_accident,570.0,2024-01-15 12:47:59,0.73
Accident,severe_accident,575.0,2024-01-15 12:47:59,0.68
Accident,severe_accident,586.0,2024-01-15 12:48:01,0.69
Accident,severe_accident,588.0,2024-01-15 12:48:01,0.66
Accident,severe_accident,589.0,2024-01-15 12:48:01,0.7
Accident,severe_accident,591.0,2024-01-15 12:48:01,0.74
Accident,severe_accident,592.0,2024-01-15 12:48:01,0.72
Accident,severe_accident,593.0,2024-01-15 12:48:01,0.7
Accident,severe_accident,594.0,2024-01-15 12:48:01,0.66
Accident,severe_accident,610.0,2024-01-15 12:48:03,0.74
Accident,severe_accident,611.0,2024-01-15 12:48:03,0.74
Accident,severe_accident,613.0,2024-01-15 12:48:04,0.68
Accident,severe_accident,616.0,2024-01-15 12:48:04,0.68
Accident,severe_accident,619.0,2024-01-15 12:48:04,0.77
Accident,severe_accident,620.0,2024-01-15 12:48:04,0.86
Accident,severe_accident,621.0,2024-01-15 12:48:05,0.61
Accident,severe_accident,622.0,2024-01-15 12:48:05,0.82
Accident,severe_accident,623.0,2024-01-15 12:48:05,0.85
Accident,minor_accident,627.0,2024-01-15 12:48:05,0.75
Accident,minor_accident,628.0,2024-01-15 12:48:05,0.64
Accident,minor_accident,636.0,2024-01-15 12:48:06,0.64
Accident,minor_accident,637.0,2024-01-15 12:48:07,0.77
Accident,minor_accident,638.0,2024-01-15 12:48:07,0.79
Accident,minor_accident,640.0,2024-01-15 12:48:07,0.75
Accident,minor_accident,641.0,2024-01-15 12:48:07,0.77
Accident,minor_accident,642.0,2024-01-15 12:48:07,0.72
Accident,minor_accident,643.0,2024-01-15 12:48:07,0.71
Accident,minor_accident,644.0,2024-01-15 12:48:07,0.84
Accident,minor_accident,645.0,2024-01-15 12:48:07,0.88
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:08,0.5264374
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:08,0.6469049
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:09,0.56290877
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:09,0.5979779
Accident,severe_accident,659.0,2024-01-15 12:48:09,0.64
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:21,0.5178122
Accident,severe_accident,810.0,2024-01-15 12:48:27,0.61
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:28,0.87925124
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:29,0.84630287
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:30,0.61942047
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:32,0.8414355
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:33,0.66154397
Accident,severe_accident,864.0,2024-01-15 12:48:33,0.74
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:34,0.7980547
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:34,0.69733363
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:35,0.84751475
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:35,0.65140396
Accident,moderate_accident,878.0,2024-01-15 12:48:35,0.63
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:35,0.61683327
Accident,minor_accident,882.0,2024-01-15 12:48:36,0.69
Accident,minor_accident,883.0,2024-01-15 12:48:36,0.7
Accident,minor_accident,900.0,2024-01-15 12:48:38,0.66
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:41,0.7718195
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:42,0.5387032
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:43,0.9597717
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:43,0.62226224
Accident,moderate_accident,983.0,2024-01-15 12:48:48,0.68
Accident,moderate_accident,984.0,2024-01-15 12:48:48,0.63
Accident,moderate_accident,985.0,2024-01-15 12:48:48,0.7
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:48,0.76438046
Accident,moderate_accident,987.0,2024-01-15 12:48:48,0.71
Accident,moderate_accident,988.0,2024-01-15 12:48:48,0.7
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:48,0.6001881
Accident,moderate_accident,989.0,2024-01-15 12:48:48,0.68
Accident,moderate_accident,990.0,2024-01-15 12:48:49,0.72
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:49,0.67513645
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:49,0.54764545
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:51,0.9827823
Accident,minor_accident,1009.0,2024-01-15 12:48:51,0.72
Accident,minor_accident,1010.0,2024-01-15 12:48:51,0.92
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:51,0.7841742
Accident,severe_accident,1014.0,2024-01-15 12:48:51,0.62
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:52,0.65650296
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:48:52,0.8885297
Accident,severe_accident,5.0,2024-01-15 12:49:40,0.62
Accident,moderate_accident,8.0,2024-01-15 12:49:40,0.72
Accident,moderate_accident,9.0,2024-01-15 12:49:40,0.69
Accident,severe_accident,9.0,2024-01-15 12:49:40,0.69
Accident,moderate_accident,10.0,2024-01-15 12:49:40,0.81
Accident,moderate_accident,11.0,2024-01-15 12:49:40,0.8
Accident,moderate_accident,12.0,2024-01-15 12:49:41,0.76
Accident,moderate_accident,13.0,2024-01-15 12:49:41,0.76
Accident,moderate_accident,14.0,2024-01-15 12:49:41,0.77
Accident,moderate_accident,15.0,2024-01-15 12:49:41,0.69
Accident,severe_accident,15.0,2024-01-15 12:49:41,0.65
Accident,severe_accident,16.0,2024-01-15 12:49:41,0.67
Accident,moderate_accident,16.0,2024-01-15 12:49:41,0.67
Accident,severe_accident,17.0,2024-01-15 12:49:41,0.64
Accident,severe_accident,5.0,2024-01-15 12:56:51,0.62
Accident,moderate_accident,8.0,2024-01-15 12:56:52,0.72
Accident,moderate_accident,9.0,2024-01-15 12:56:52,0.69
Accident,severe_accident,9.0,2024-01-15 12:56:52,0.69
Accident,moderate_accident,10.0,2024-01-15 12:56:52,0.81
Accident,moderate_accident,11.0,2024-01-15 12:56:52,0.8
Accident,moderate_accident,12.0,2024-01-15 12:56:52,0.76
Accident,moderate_accident,13.0,2024-01-15 12:56:52,0.76
Accident,moderate_accident,14.0,2024-01-15 12:56:52,0.77
Accident,moderate_accident,15.0,2024-01-15 12:56:53,0.69
Accident,severe_accident,15.0,2024-01-15 12:56:53,0.65
Accident,severe_accident,16.0,2024-01-15 12:56:53,0.67
Accident,moderate_accident,16.0,2024-01-15 12:56:53,0.67
Accident,severe_accident,17.0,2024-01-15 12:56:53,0.64
Accident,severe_accident,119.0,2024-01-15 12:57:06,0.62
Accident,severe_accident,128.0,2024-01-15 12:57:07,0.68
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:07,0.82168126
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:08,0.6448233
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:08,0.72844654
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:08,0.7258875
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:09,0.53282595
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:09,0.84335315
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:09,0.77333325
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:10,0.7805929
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:10,0.51733756
Accident,severe_accident,164.0,2024-01-15 12:57:11,0.61
Accident,severe_accident,165.0,2024-01-15 12:57:11,0.77
Accident,severe_accident,166.0,2024-01-15 12:57:11,0.71
Accident,severe_accident,167.0,2024-01-15 12:57:11,0.66
Accident,severe_accident,168.0,2024-01-15 12:57:11,0.64
Accident,severe_accident,179.0,2024-01-15 12:57:13,0.82
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:13,0.5832201
Accident,severe_accident,182.0,2024-01-15 12:57:13,0.67
Accident,severe_accident,185.0,2024-01-15 12:57:13,0.66
Accident,severe_accident,186.0,2024-01-15 12:57:13,0.74
Accident,severe_accident,187.0,2024-01-15 12:57:14,0.75
Accident,severe_accident,191.0,2024-01-15 12:57:14,0.66
Accident,severe_accident,192.0,2024-01-15 12:57:14,0.78
Accident,severe_accident,193.0,2024-01-15 12:57:14,0.72
Accident,severe_accident,194.0,2024-01-15 12:57:14,0.66
Accident,severe_accident,200.0,2024-01-15 12:57:15,0.66
Accident,severe_accident,201.0,2024-01-15 12:57:15,0.63
Accident,severe_accident,202.0,2024-01-15 12:57:15,0.68
Accident,severe_accident,203.0,2024-01-15 12:57:15,0.61
Accident,minor_accident,223.0,2024-01-15 12:57:18,0.62
Accident,severe_accident,239.0,2024-01-15 12:57:20,0.73
Accident,severe_accident,240.0,2024-01-15 12:57:20,0.63
Accident,severe_accident,242.0,2024-01-15 12:57:20,0.63
Accident,severe_accident,243.0,2024-01-15 12:57:20,0.65
Accident,severe_accident,251.0,2024-01-15 12:57:21,0.64
Accident,severe_accident,252.0,2024-01-15 12:57:21,0.69
Accident,severe_accident,253.0,2024-01-15 12:57:21,0.7
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:22,0.72223765
Accident,severe_accident,269.0,2024-01-15 12:57:23,0.64
Accident,severe_accident,270.0,2024-01-15 12:57:23,0.67
Accident,severe_accident,271.0,2024-01-15 12:57:23,0.65
Accident,severe_accident,272.0,2024-01-15 12:57:24,0.74
Accident,severe_accident,274.0,2024-01-15 12:57:24,0.62
Accident,severe_accident,280.0,2024-01-15 12:57:24,0.71
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:25,0.83412224
Accident,severe_accident,281.0,2024-01-15 12:57:25,0.71
Accident,moderate_accident,282.0,2024-01-15 12:57:25,0.67
Accident,severe_accident,283.0,2024-01-15 12:57:25,0.83
Violence,True,2024-01-15_logfile.csv,2024-01-15 12:57:25,0.55892944
Accident,severe_accident,284.0,2024-01-15 12:57:25,0.75
Accident,severe_accident,285.0,2024-01-15 12:57:25,0.76
Accident,severe_accident,286.0,2024-01-15 12:57:25,0.71
Accident,severe_accident,287.0,2024-01-15 12:57:25,0.8
Accident,severe_accident,288.0,2024-01-15 12:57:25,0.88
Accident,severe_accident,312.0,2024-01-15 12:57:28,0.75
Accident,severe_accident,313.0,2024-01-15 12:57:28,0.82
Accident,severe_accident,315.0,2024-01-15 12:57:29,0.69
Accident,severe_accident,316.0,2024-01-15 12:57:29,0.86
Accident,severe_accident,317.0,2024-01-15 12:57:29,0.87
