Detection Type,Class,FileName/cam,Timestamp,Confidence
Accident,severe_accident,fight04.mp4,2024-01-16 22:58:58,0.62
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.72
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.69
Accident,severe_accident,fight04.mp4,2024-01-16 22:58:59,0.69
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.81
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.8
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.76
Accident,moderate_accident,fight04.mp4,2024-01-16 22:58:59,0.76
Accident,moderate_accident,fight04.mp4,2024-01-16 22:59:00,0.77
Accident,moderate_accident,fight04.mp4,2024-01-16 22:59:00,0.69
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:00,0.65
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:00,0.67
Accident,moderate_accident,fight04.mp4,2024-01-16 22:59:00,0.67
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:00,0.64
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:14,0.62
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:15,0.68
Violence,True,fight04.mp4,2024-01-16 22:59:16,0.82168126
Violence,True,fight04.mp4,2024-01-16 22:59:16,0.6448233
Violence,True,fight04.mp4,2024-01-16 22:59:17,0.72844654
Violence,True,fight04.mp4,2024-01-16 22:59:17,0.7258875
Violence,True,fight04.mp4,2024-01-16 22:59:18,0.53282595
Violence,True,fight04.mp4,2024-01-16 22:59:18,0.84335315
Violence,True,fight04.mp4,2024-01-16 22:59:18,0.77333325
Violence,True,fight04.mp4,2024-01-16 22:59:19,0.7805929
Violence,True,fight04.mp4,2024-01-16 22:59:19,0.51733756
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:20,0.61
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:20,0.77
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:20,0.71
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:20,0.66
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:21,0.64
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:22,0.82
Violence,True,fight04.mp4,2024-01-16 22:59:22,0.5832201
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:22,0.67
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:23,0.66
Accident,severe_accident,fight04.mp4,2024-01-16 22:59:23,0.74
