Detection,Frame Number,Timestamp,Confidence
severe_accident,385.0,2024-01-14 23:12:04,0.93
severe_accident,386.0,2024-01-14 23:12:04,0.92
severe_accident,387.0,2024-01-14 23:12:04,0.92
severe_accident,388.0,2024-01-14 23:12:04,0.9
severe_accident,389.0,2024-01-14 23:12:04,0.79
severe_accident,390.0,2024-01-14 23:12:04,0.84
severe_accident,391.0,2024-01-14 23:12:04,0.9
severe_accident,392.0,2024-01-14 23:12:04,0.86
severe_accident,393.0,2024-01-14 23:12:04,0.92
severe_accident,394.0,2024-01-14 23:12:04,0.93
severe_accident,395.0,2024-01-14 23:12:04,0.95
severe_accident,396.0,2024-01-14 23:12:04,0.95
severe_accident,397.0,2024-01-14 23:12:04,0.96
severe_accident,398.0,2024-01-14 23:12:04,0.96
severe_accident,399.0,2024-01-14 23:12:04,0.96
severe_accident,400.0,2024-01-14 23:12:04,0.94
severe_accident,401.0,2024-01-14 23:12:04,0.96
severe_accident,402.0,2024-01-14 23:12:04,0.93
severe_accident,403.0,2024-01-14 23:12:04,0.87
severe_accident,404.0,2024-01-14 23:12:04,0.67
severe_accident,405.0,2024-01-14 23:12:05,0.67
moderate_accident,406.0,2024-01-14 23:12:05,0.6
moderate_accident,407.0,2024-01-14 23:12:05,0.69
moderate_accident,408.0,2024-01-14 23:12:05,0.66
moderate_accident,409.0,2024-01-14 23:12:05,0.63
moderate_accident,410.0,2024-01-14 23:12:05,0.58
moderate_accident,411.0,2024-01-14 23:12:05,0.57
moderate_accident,412.0,2024-01-14 23:12:05,0.65
moderate_accident,413.0,2024-01-14 23:12:05,0.7
severe_accident,414.0,2024-01-14 23:12:05,0.78
severe_accident,415.0,2024-01-14 23:12:05,0.84
severe_accident,416.0,2024-01-14 23:12:05,0.9
severe_accident,417.0,2024-01-14 23:12:05,0.92
severe_accident,418.0,2024-01-14 23:12:05,0.9
severe_accident,419.0,2024-01-14 23:12:05,0.93
severe_accident,420.0,2024-01-14 23:12:05,0.9
severe_accident,421.0,2024-01-14 23:12:05,0.78
moderate_accident,421.0,2024-01-14 23:12:05,0.57
severe_accident,422.0,2024-01-14 23:12:05,0.82
moderate_accident,422.0,2024-01-14 23:12:05,0.57
severe_accident,423.0,2024-01-14 23:12:05,0.67
moderate_accident,423.0,2024-01-14 23:12:05,0.58
moderate_accident,424.0,2024-01-14 23:12:05,0.67
severe_accident,424.0,2024-01-14 23:12:05,0.61
severe_accident,425.0,2024-01-14 23:12:05,0.73
moderate_accident,425.0,2024-01-14 23:12:05,0.6
severe_accident,426.0,2024-01-14 23:12:05,0.71
moderate_accident,426.0,2024-01-14 23:12:05,0.62
moderate_accident,427.0,2024-01-14 23:12:05,0.61
moderate_accident,428.0,2024-01-14 23:12:05,0.52
severe_accident,429.0,2024-01-14 23:12:05,0.61
severe_accident,430.0,2024-01-14 23:12:05,0.76
moderate_accident,484.0,2024-01-14 23:12:07,0.72
minor_accident,485.0,2024-01-14 23:12:07,0.68
moderate_accident,485.0,2024-01-14 23:12:07,0.62
minor_accident,486.0,2024-01-14 23:12:07,0.7
moderate_accident,486.0,2024-01-14 23:12:07,0.61
minor_accident,487.0,2024-01-14 23:12:07,0.52
minor_accident,495.0,2024-01-14 23:12:08,0.74
minor_accident,496.0,2024-01-14 23:12:08,0.66
moderate_accident,496.0,2024-01-14 23:12:08,0.51
minor_accident,497.0,2024-01-14 23:12:08,0.76
minor_accident,498.0,2024-01-14 23:12:08,0.7
moderate_accident,499.0,2024-01-14 23:12:08,0.55
severe_accident,500.0,2024-01-14 23:12:08,0.54
severe_accident,501.0,2024-01-14 23:12:08,0.77
severe_accident,502.0,2024-01-14 23:12:08,0.71
severe_accident,503.0,2024-01-14 23:12:08,0.53
severe_accident,504.0,2024-01-14 23:12:08,0.54
severe_accident,505.0,2024-01-14 23:12:08,0.69
moderate_accident,505.0,2024-01-14 23:12:08,0.53
severe_accident,506.0,2024-01-14 23:12:08,0.6
severe_accident,507.0,2024-01-14 23:12:08,0.77
severe_accident,508.0,2024-01-14 23:12:08,0.73
severe_accident,509.0,2024-01-14 23:12:08,0.63
severe_accident,519.0,2024-01-14 23:12:09,0.87
severe_accident,520.0,2024-01-14 23:12:09,0.63
severe_accident,660.0,2024-01-14 23:12:13,0.7
severe_accident,661.0,2024-01-14 23:12:13,0.64
severe_accident,662.0,2024-01-14 23:12:13,0.62
severe_accident,663.0,2024-01-14 23:12:13,0.64
severe_accident,664.0,2024-01-14 23:12:13,0.52
severe_accident,665.0,2024-01-14 23:12:13,0.55
severe_accident,666.0,2024-01-14 23:12:13,0.69
severe_accident,667.0,2024-01-14 23:12:13,0.55
severe_accident,678.0,2024-01-14 23:12:14,0.8
severe_accident,679.0,2024-01-14 23:12:14,0.84
severe_accident,680.0,2024-01-14 23:12:14,0.82
severe_accident,681.0,2024-01-14 23:12:14,0.78
severe_accident,682.0,2024-01-14 23:12:14,0.69
severe_accident,683.0,2024-01-14 23:12:14,0.77
severe_accident,684.0,2024-01-14 23:12:14,0.68
severe_accident,685.0,2024-01-14 23:12:14,0.78
severe_accident,686.0,2024-01-14 23:12:14,0.73
severe_accident,687.0,2024-01-14 23:12:14,0.64
severe_accident,688.0,2024-01-14 23:12:14,0.78
severe_accident,689.0,2024-01-14 23:12:14,0.56
severe_accident,690.0,2024-01-14 23:12:14,0.53
